file_name,text,caption
01_二人の朝_001.wav,私もう仕事行くから、雨降ったら洗濯物しまっておいて。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_002.wav,私が家事全部やってて、あんたは何にもしてないんだから、そんくらいはしてよ。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_003.wav,ねぇ聞いてんの? 返事くらいはして,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_004.wav,ずっと黙ったまんまで、気持ち悪い。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_005.wav,弟だからお世話してるだけで、他人だったら話すことすらしない人種なんだからね。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_006.wav,何か言い返したらどうなの?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_007.wav,このくせにくよくよしてムカつく,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_008.wav,洗濯物はちゃんとしてよ。洗濯し直しとか、時間の無駄だから。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_009.wav,わかってんの?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_010.wav,まだ寝てる……,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_011.wav,ああ、起きてはいいのね。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_012.wav,一日中ベッドの上にいるわけ?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_013.wav,会社がダメになってクビになったから。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_014.wav,次の仕事が見つかるまで、私がお世話してあげるって話だったはずだよね。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_015.wav,まったく仕事探す気ないじゃん。外に出るどころか。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_016.wav,ベッドからも降りないつもりなの?そのままダラダラし続けたら、社会復帰できなくなるよ?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_017.wav,あたし、いつまでもお世話するとか嫌だから。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_018.wav,そもそも私が家族だろうと、男と一緒に暮らすのがどれだけ危ないかわかってんの?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_019.wav,アニメとかゲームばっかりだから知らないと思うけど,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_020.wav,あたしは人気の若手女優なの,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_021.wav,ねぇ、自分で言うのも変だけど。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_022.wav,もし男と暮らしてることが週刊誌にでもバレたら終わり,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_023.wav,弟だって言っても。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_024.wav,それがこんなニートじゃ。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_025.wav,人気なくなって、女優続けられなくなるんだから。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_026.wav,そうなったらあんた、お世話なんてなおさら無理。あ、マネージャーからだ。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_027.wav,お疲れ様今から家出るところ,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_028.wav,わざわざ電話とかしなくていいから。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_029.wav,はいはいじゃあまた後で,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_031.wav,もう出るから、さっさと仕事探してきてよ。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
01_二人の朝_032.wav,この根性なし。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_001.wav,だからそういうのはやらないって言ってるでしょ,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_002.wav,何度言ったらわかるの?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_003.wav,自分の中に受ける仕事と受けない仕事の基準はちゃんとあるし,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_004.wav,自分はどういう風に売っていくかも考えてるの,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_005.wav,それをマネージャーが邪魔するなんてありえないんだけど,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_006.wav,だいたい人気が出そうなドラマってそれ,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_007.wav,私のキスシーンがあるから話題になるってだけでしょ?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_008.wav,そんなことで注目を集めようとするドラマなんて、ろくなもんじゃないことぐらいわかるでしょう。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_009.wav,私には男の人のファンが多いしアイドルみたいに思ってる人がほとんど,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_010.wav,キスなんて演技だとしてもファンはショック受けちゃうでしょ?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_011.wav,こんな仕事、私に相談する前にマネージャーが断ってよ。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_012.wav,それが仕事でしょ。絶対にやらないから。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_013.wav,じゃ。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_014.wav,本当に使えないマネージャー,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_015.wav,なにその顔。私がここにいるとまずいことでもあるわけ?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_016.wav,この家の家賃は、私が働いたお金で払ってるの。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_017.wav,すまわせてもらってるのに、あたしに文句なんて言えないと思うけど。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_018.wav,私の部屋、次の仕事の資料が多くて散らかってるから。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_019.wav,空いてるところでゆっくりしたいって思ったけど,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_020.wav,ここも汚いし、しかも何か匂う。換気ぐらいしてよ。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_021.wav,こんな世の中になっちゃったし、私も家にいる時間が長いんだから。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_022.wav,家全部があんたの匂いでいっぱいになったらどうすんの?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_023.wav,で、何してんの?はぁ?,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_024.wav,漫画?仕事探しはどうなったわけ?ちょっと貸して,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_025.wav,恋愛漫画って……,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_026.wav,こんなの読むんだ!気持ち悪ぅなにこれ,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_027.wav,優柔不断でなよなよした男がなぜか女の子に好かれるなんてありえないでしょ,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_028.wav,しかも、妙におっぱい大きい。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_029.wav,キスするときも女の子からしてる。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_030.wav,なんなの、この主人公。ちょっと見ただけでもイライラしてくる。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_031.wav,こういうのに憧れてるんだ。でも残念でした。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_032.wav,こんなのは漫画とかゲームの世界だけ,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_033.wav,何もできないしょうもない男に構ってくれる女なんて、世界中どこ探してもいないから。,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
02_エロマンガとファーストキス_034.wav,こんなのばっかり読んでないでちゃんと現実見てよ,凛とした落ち着きのある大人の女性が、甘く優しい声で話している。
