file_name,text,caption
01 美味しそうな童貞クン、みぃ～つけた_001.wav,そこのお兄さん,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_002.wav,お暇かなちょっとちょっとそんな風に無視しないで,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_003.wav,そこのお兄さんのことその感じだとお兄さん,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_004.wav,童貞でしょびくっとしたやっぱり童貞なのね,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_005.wav,ごまかそうとしても視線の動きとかで女の人に慣れてないのバレバレよ,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_006.wav,女の人の観察眼をなめちゃいけないわ,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_007.wav,少し見たり話したりするだけでそれくらいわかるのよいいじゃないのお姉ちゃん,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_008.wav,みんなにちょっと付き合って女の人になれる特訓しましょうほらまずは私の目を見て,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_009.wav,あら、綺麗な目うん、やっぱり私は,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_010.wav,私の目は狂ってなかったわね念のため何歳?,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_011.wav,やっぱり年下なんだ一応お兄さんって呼んじゃったけど,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_012.wav,僕の方がいいのかな?それとも童貞くん?,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_013.wav,童貞くんって呼んであげるその方が楽しいでしょ童貞くんってMっぽいし,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_014.wav,ほーらぼーっとしてないでホテルに行きましょうよあなたみたいな童貞の男の子大好きなの,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_015.wav,せっかくこんな遊び場所が多いところにいるんだし暇でしょだからこそ,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_016.wav,今から私と一緒に遊びましょうさあ場所はすぐそこ手をつないで,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_017.wav,手をつなぐのももしかして初めて?それじゃあ,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_018.wav,彼女いたこともないのかしらすごいわ今時ここまで経験のない男の子なんて珍しいわ,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_019.wav,私のお気に入りの場所に連れて行ってあげる大丈夫よ,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01 美味しそうな童貞クン、みぃ～つけた_020.wav,何も怖いところじゃないから,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01昼_01_久しぶりの出会い_002.wav,ようこそおいでくださいました旦那様,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01昼_01_久しぶりの出会い_003.wav,お久しぶりになりますね楓です,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01昼_01_久しぶりの出会い_004.wav,以前お目にかかったのは確か,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
01昼_01_久しぶりの出会い_005.wav,一年と少し前だったでしょうか,優しく穏やかな大人の女性が、柔らかい声で親しみやすく話している。
