file_name,text,caption
base_001_001.wav,ウフッ、はじめまして。私は馬場このみ24歳！クールビューティーな魅力で、オトナオーラを振りまいて、世,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_001_002.wav,ウフッ、はじめまして。私は馬場このみ24歳！クールビューティーな魅力で、オトナオーラを振りまいて、世,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_001_003.wav,ウフッ、はじめまして。私は馬場このみ24歳！クールビューティーな魅力で、オトナオーラを振りまいて、世,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_002_001.wav,フフ、私は、いい味出してる町のお店を、たーくさん知ってるんですよ！舌まで熟れてるんだから、私のオトナ,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_002_002.wav,フフ、私は、いい味出してる町のお店を、たーくさん知ってるんですよ！舌まで熟れてるんだから、私のオトナ,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_002_003.wav,フフ、私は、いい味出してる町のお店を、たーくさん知ってるんですよ！舌まで熟れてるんだから、私のオトナ,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_003_001.wav,自分がアイドルになるなんて、思ってもみなかったなー…。まあ、世間が私のアダルトな魅力を放っておけない,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_003_002.wav,自分がアイドルになるなんて、思ってもみなかったなー…。まあ、世間が私のアダルトな魅力を放っておけない,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_003_003.wav,自分がアイドルになるなんて、思ってもみなかったなー…。まあ、世間が私のアダルトな魅力を放っておけない,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_004_001.wav,私の計算されたチラリズムに、惑わされなさい…チラッチラッ。,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_005_001.wav,どこを見てるんですかっ目の前にいます、目の前にっ！,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_006_001.wav,まだ…まだ1cmくらいは伸びしろがあるはずっ…！,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_007_001.wav,な、なんですか？つま先立ちなんてしてませんよ？,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_008_001.wav,やれやれ、子どもばかりでオトナは落ち着かないわね…。,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_009_001.wav,またお下がりならぬ、お上がりを貰ってしまった…。,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_010_001.wav,未だに不思議なのよね〜。この私がアイドルなんて。こんなオトナが…こんなオトナが！,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_011_001.wav,馬場このみは視線で殺すってね…違う！にらんでるんじゃない！セクシーセクシー。,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_012_001.wav,たまにはかわいいじゃなくて、綺麗だって…言ってほしいな、プロデューサー。背伸びするから私の瞳、しっか,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_013_001.wav,フフ、酸いも甘いも噛み分ける私を、アイドルとして持ち上げなさ…もう、本当に持ち上げなくていいっ！,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_014_001.wav,もうプロデューサーの前では、肩肘張らないで、等身大の私でいようかな…なんてね、フフ。私がレディでいる,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_015_001.wav,馬場このみ渾身のセクシーポーズ、特別に見ていいわよ！谷間が、ほら、ね？…わざわざ真横から見るの、禁止,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_015_002.wav,馬場このみ渾身のセクシーポーズ、特別に見ていいわよ！谷間が、ほら、ね？…わざわざ真横から見るの、禁止,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_015_003.wav,馬場このみ渾身のセクシーポーズ、特別に見ていいわよ！谷間が、ほら、ね？…わざわざ真横から見るの、禁止,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_016_001.wav,プロデューサーという大人が側にいるから、私も油断して、セクシーを踏み外しそうになるのよ？てわけで…こ,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_017_001.wav,亀の甲より年の功、ってね。熟したレディの渋味、わかってきた？これからもリードしてあげるぞっ♪,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_018_001.wav,プロデューサーが体張ってると、心配でたまらないのよね。若さじゃ補えないものも、あるわよ？辛い時は、お,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_018_002.wav,プロデューサーが体張ってると、心配でたまらないのよね。若さじゃ補えないものも、あるわよ？辛い時は、お,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_019_001.wav,ひざまくらで耳かき、とか若い子は喜ぶのかしら。…プロデューサー、お姉さん、やってあげるわよ？,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_020_001.wav,プロデューサー、私にオンナを感じたんだって？大人をからかうのは、良くないぞっ。…え？からかってないの,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_020_002.wav,プロデューサー、私にオンナを感じたんだって？大人をからかうのは、良くないぞっ。…え？からかってないの,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_020_003.wav,プロデューサー、私にオンナを感じたんだって？大人をからかうのは、良くないぞっ。…え？からかってないの,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_021_001.wav,プロデューサー、今度旅行でもどう？つきそいがいると、楽だし…。それだけよ？ウフフ。それだけっ。,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_022_001.wav,プロデューサーが見せてくれた景色、ずっと忘れないだろうな。昔の私には、見えなかったものがたくさんあっ,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_022_002.wav,プロデューサーが見せてくれた景色、ずっと忘れないだろうな。昔の私には、見えなかったものがたくさんあっ,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_022_003.wav,プロデューサーが見せてくれた景色、ずっと忘れないだろうな。昔の私には、見えなかったものがたくさんあっ,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_023_001.wav,ふ、不意打ちで綺麗って言うのはやめてってば。レディにも心の準備ってものがあるんだからね！,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_024_001.wav,こんなにアイドルがいるのに、こんなに小さな私を見てくれて、ありがと。私がいつも、隣で見上げてることに,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_024_002.wav,こんなにアイドルがいるのに、こんなに小さな私を見てくれて、ありがと。私がいつも、隣で見上げてることに,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
base_025_001.wav,フフ、ドライブ日和ね。私の運転で遠くまで行きましょうか、プロデューサー？…チャイルドシートはいらない,クールビューティーな大人の女性が、艶っぽく落ち着いた声で、余裕を持って親密に話している。
